
      +------------------+
      |   id          x1 |
 881. |  881   -1.036726 |
 882. |  882   -.2317391 |
 883. |  883    1.053588 |
 884. |  884   -.8316816 |
 885. |  885   -.5331184 |
      |------------------|
 886. |  886    .7080539 |
 887. |  887   -.7562391 |
 888. |  888   -.5805107 |
 889. |  889   -.0123624 |
 890. |  890   -.1835844 |
      |------------------|
 891. |  891    1.361402 |
 892. |  892    1.021651 |
 893. |  893   -.2446578 |
 894. |  894    1.443168 |
 895. |  895    1.798332 |
      |------------------|
 896. |  896    .4090506 |
 897. |  897    2.129959 |
 898. |  898   -1.068834 |
 899. |  899   -1.027639 |
 900. |  900    .0943812 |
      |------------------|
 901. |  901   -2.114927 |
 902. |  902   -.8150632 |
 903. |  903   -1.576378 |
 904. |  904   -.1432071 |
 905. |  905   -.6177769 |
      |------------------|
 906. |  906    .0538315 |
 907. |  907   -1.347945 |
 908. |  908    .3785038 |
 909. |  909    .7731588 |
 910. |  910   -.3360202 |
      |------------------|
 911. |  911    .2495787 |
 912. |  912    -1.08614 |
 913. |  913     1.10656 |
 914. |  914     .133282 |
 915. |  915    .3319161 |
      |------------------|
 916. |  916   -.2481101 |
 917. |  917   -.2919908 |
 918. |  918    .4802686 |
 919. |  919   -.4946528 |
 920. |  920       .6844 |
      |------------------|
 921. |  921    1.486774 |
 922. |  922    .6877539 |
 923. |  923    -1.21592 |
 924. |  924    .3669034 |
 925. |  925   -1.485005 |
      |------------------|
 926. |  926     1.70627 |
 927. |  927   -1.355328 |
 928. |  928   -.4276344 |
 929. |  929    1.125374 |
 930. |  930   -1.452483 |
      |------------------|
 931. |  931   -.0650543 |
 932. |  932   -.4903674 |
 933. |  933   -.9936432 |
 934. |  934    -.112358 |
 935. |  935    .4175157 |
      |------------------|
 936. |  936   -.5128307 |
 937. |  937   -1.716373 |
 938. |  938    .9902864 |
 939. |  939    .4321822 |
 940. |  940   -.1598718 |
      |------------------|
 941. |  941    .4817771 |
 942. |  942   -.2204977 |
 943. |  943   -.0337843 |
 944. |  944   -.6168377 |
 945. |  945    .7939306 |
      |------------------|
 946. |  946   -.7678112 |
 947. |  947    .9813944 |
 948. |  948   -.4966812 |
 949. |  949   -.3543658 |
 950. |  950    .1955744 |
      |------------------|
 951. |  951   -1.023531 |
 952. |  952   -.1709964 |
 953. |  953   -1.254658 |
 954. |  954    .2227231 |
 955. |  955   -.6806911 |
      |------------------|
 956. |  956   -.3221008 |
 957. |  957    .9058099 |
 958. |  958   -.1348302 |
 959. |  959   -2.377171 |
 960. |  960    -2.76202 |
      |------------------|
 961. |  961    .1322124 |
 962. |  962   -.9525875 |
 963. |  963    1.197535 |
 964. |  964   -1.027901 |
 965. |  965    2.525459 |
      |------------------|
 966. |  966   -1.169012 |
 967. |  967    .1149193 |
 968. |  968    1.222396 |
 969. |  969   -1.554359 |
 970. |  970    .1690527 |
      |------------------|
 971. |  971    .6191416 |
 972. |  972    1.034511 |
 973. |  973   -.4357551 |
 974. |  974     .020794 |
 975. |  975   -.3909962 |
      |------------------|
 976. |  976    .8383886 |
 977. |  977    2.006523 |
 978. |  978    .4569709 |
 979. |  979   -.6600913 |
 980. |  980    1.732202 |
      |------------------|
 981. |  981    .1836994 |
 982. |  982   -.0944909 |
 983. |  983    1.237489 |
 984. |  984   -.3963059 |
 985. |  985    .7838164 |
      |------------------|
 986. |  986   -.1878596 |
 987. |  987    .3255772 |
 988. |  988    -.944972 |
 989. |  989   -.6305106 |
 990. |  990   -1.200356 |
      |------------------|
 991. |  991     .322969 |
 992. |  992    .5659233 |
 993. |  993    1.886574 |
 994. |  994   -.6842548 |
 995. |  995    .8853341 |
      |------------------|
 996. |  996    1.399588 |
 997. |  997   -.6832993 |
 998. |  998    .3747295 |
 999. |  999   -1.760757 |
1000. | 1000    .3881243 |
      |------------------|
1001. | 1001    .7225435 |
1002. | 1002    .7251848 |
1003. | 1003    .8509753 |
1004. | 1004    .9827232 |
1005. | 1005    .4165469 |
      |------------------|
1006. | 1006    .9154435 |
1007. | 1007    .2417282 |
1008. | 1008   -.6244112 |
1009. | 1009   -.7717842 |
1010. | 1010    .8319316 |
      |------------------|
1011. | 1011    .4969088 |
1012. | 1012    .9948312 |
1013. | 1013    .1031303 |
1014. | 1014   -.0510573 |
1015. | 1015   -.0658302 |
      |------------------|
1016. | 1016   -1.083206 |
1017. | 1017   -1.355756 |
1018. | 1018   -.4947663 |
1019. | 1019    1.854592 |
1020. | 1020    1.427318 |
      |------------------|
1021. | 1021     -2.4395 |
1022. | 1022   -.0419244 |
1023. | 1023   -.2847719 |
1024. | 1024   -.0147992 |
1025. | 1025    .9442605 |
      |------------------|
1026. | 1026    1.782776 |
1027. | 1027   -1.186757 |
1028. | 1028   -.4192395 |
1029. | 1029   -.5309261 |
1030. | 1030    1.166759 |
      |------------------|
1031. | 1031   -.3624944 |
1032. | 1032    1.008391 |
1033. | 1033   -1.402215 |
1034. | 1034    .0531554 |
1035. | 1035    .1779692 |
      |------------------|
1036. | 1036    -.159564 |
1037. | 1037   -1.625137 |
1038. | 1038   -.7882498 |
1039. | 1039   -1.560015 |
1040. | 1040   -.3451473 |
      |------------------|
1041. | 1041   -.5751466 |
1042. | 1042   -.9769916 |
1043. | 1043    .2264355 |
1044. | 1044    .7539783 |
1045. | 1045   -.8059468 |
      |------------------|
1046. | 1046    .5757669 |
1047. | 1047   -.2703033 |
1048. | 1048   -.2625454 |
1049. | 1049    .0918531 |
1050. | 1050    -.094519 |
      |------------------|
1051. | 1051   -.3080602 |
1052. | 1052    1.275062 |
1053. | 1053   -.0498039 |
1054. | 1054   -.0076342 |
1055. | 1055    .9204235 |
      |------------------|
1056. | 1056    1.263075 |
1057. | 1057   -2.504091 |
1058. | 1058   -.5729868 |
1059. | 1059   -1.900591 |
1060. | 1060   -1.253557 |
      |------------------|
1061. | 1061    1.047527 |
1062. | 1062     -.92622 |
1063. | 1063   -.7868744 |
1064. | 1064   -.6862481 |
1065. | 1065    .6906567 |
      |------------------|
1066. | 1066   -.2896136 |
1067. | 1067    .6190321 |
1068. | 1068    .0434113 |
1069. | 1069    .1479921 |
1070. | 1070   -2.004842 |
      |------------------|
1071. | 1071     .595973 |
1072. | 1072     .444192 |
1073. | 1073    .4237252 |
1074. | 1074    .6236167 |
1075. | 1075   -1.034989 |
      |------------------|
1076. | 1076   -1.085104 |
1077. | 1077    1.397213 |
1078. | 1078    1.440203 |
1079. | 1079   -1.242825 |
1080. | 1080    1.475149 |
      |------------------|
1081. | 1081   -1.376681 |
1082. | 1082   -.1773749 |
1083. | 1083   -.5756967 |
1084. | 1084    .2383342 |
1085. | 1085    .6051342 |
      |------------------|
1086. | 1086    1.505203 |
1087. | 1087    1.169975 |
1088. | 1088    .4300914 |
1089. | 1089   -.0151108 |
1090. | 1090    .4052069 |
      |------------------|
1091. | 1091   -.9879382 |
1092. | 1092     .986181 |
1093. | 1093    2.266286 |
1094. | 1094    1.025966 |
1095. | 1095    .1632271 |
      |------------------|
1096. | 1096    1.192154 |
1097. | 1097   -.4311315 |
1098. | 1098    .6824894 |
1099. | 1099   -1.042297 |
1100. | 1100    .8026497 |
      |------------------|
1101. | 1101    .9306099 |
1102. | 1102    .4774491 |
1103. | 1103    .7704616 |
1104. | 1104    .4095001 |
1105. | 1105   -1.859907 |
      |------------------|
1106. | 1106    1.285909 |
1107. | 1107    1.001844 |
1108. | 1108    .9011544 |
1109. | 1109   -.7352753 |
1110. | 1110   -.7324141 |
      |------------------|
1111. | 1111   -.0636319 |
1112. | 1112    1.888812 |
1113. | 1113    .7365487 |
1114. | 1114    .5803996 |
1115. | 1115    .3615295 |
      |------------------|
1116. | 1116   -.6468869 |
1117. | 1117   -1.533322 |
1118. | 1118     .887285 |
1119. | 1119   -1.472901 |
1120. | 1120    -1.97273 |
      |------------------|
1121. | 1121    .4501495 |
1122. | 1122     1.49373 |
1123. | 1123    .3053901 |
1124. | 1124    1.694117 |
1125. | 1125    -.499348 |
      |------------------|
1126. | 1126   -.8994211 |
1127. | 1127    .8403116 |
1128. | 1128   -2.637833 |
1129. | 1129     .116355 |
1130. | 1130     .840536 |
      |------------------|
1131. | 1131     -1.3923 |
1132. | 1132    .9428382 |
1133. | 1133   -1.891851 |
1134. | 1134    .4222034 |
1135. | 1135    .4274378 |
      |------------------|
1136. | 1136    -.354182 |
1137. | 1137    .1622707 |
1138. | 1138    .2668676 |
1139. | 1139   -1.109572 |
1140. | 1140    .6868253 |
      |------------------|
1141. | 1141   -.2096107 |
1142. | 1142   -.6590832 |
1143. | 1143   -2.498404 |
1144. | 1144   -2.582124 |
1145. | 1145   -1.174857 |
      |------------------|
1146. | 1146    1.699778 |
1147. | 1147    2.698964 |
1148. | 1148    .8084186 |
1149. | 1149     1.38993 |
1150. | 1150    1.427136 |
      |------------------|
1151. | 1151    1.071937 |
1152. | 1152   -1.061988 |
1153. | 1153    1.356077 |
1154. | 1154    .2917902 |
1155. | 1155   -1.384988 |
      |------------------|
1156. | 1156   -.7552498 |
1157. | 1157    1.007387 |
1158. | 1158    1.732758 |
1159. | 1159   -.5162272 |
1160. | 1160    .2641199 |
      |------------------|
1161. | 1161    1.307504 |
1162. | 1162    .7795271 |
1163. | 1163    .0064139 |
1164. | 1164    .3432805 |
1165. | 1165    .1846915 |
      |------------------|
1166. | 1166    1.522822 |
1167. | 1167    .2815264 |
1168. | 1168    .3101601 |
1169. | 1169   -.1377855 |
1170. | 1170   -.8851442 |
      |------------------|
1171. | 1171    1.586609 |
1172. | 1172    .0596897 |
1173. | 1173   -1.162943 |
1174. | 1174   -1.210259 |
1175. | 1175   -1.719868 |
      |------------------|
1176. | 1176    1.151896 |
1177. | 1177   -1.337639 |
1178. | 1178   -.2821409 |
1179. | 1179   -.9988392 |
1180. | 1180   -.0850685 |
      |------------------|
1181. | 1181    1.514702 |
1182. | 1182   -.1489032 |
1183. | 1183   -.1606378 |
1184. | 1184    1.556086 |
1185. | 1185   -.4962195 |
      |------------------|
1186. | 1186     1.25851 |
1187. | 1187    1.998894 |
1188. | 1188   -1.727389 |
1189. | 1189    .6878206 |
1190. | 1190    1.526522 |
      |------------------|
1191. | 1191   -.4237975 |
1192. | 1192   -2.771254 |
1193. | 1193   -1.229988 |
1194. | 1194    .4025592 |
1195. | 1195    2.648567 |
      |------------------|
1196. | 1196   -.0698175 |
1197. | 1197    1.161534 |
1198. | 1198    .6000376 |
1199. | 1199     .881053 |
1200. | 1200    .1145862 |
      |------------------|
1201. | 1201    -.475273 |
1202. | 1202   -2.439856 |
1203. | 1203   -.2542095 |
1204. | 1204    .2040402 |
1205. | 1205     2.56439 |
      |------------------|
1206. | 1206   -.0874914 |
1207. | 1207    2.071274 |
1208. | 1208   -.5136579 |
1209. | 1209   -.3555231 |
1210. | 1210    2.531997 |
      |------------------|
1211. | 1211    .2438969 |
1212. | 1212     .600811 |
1213. | 1213   -1.259998 |
1214. | 1214    -.514424 |
1215. | 1215    -.662863 |
      |------------------|
1216. | 1216   -1.792949 |
1217. | 1217   -.0498053 |
1218. | 1218    .7477483 |
1219. | 1219   -.6618822 |
1220. | 1220    1.233642 |
      |------------------|
1221. | 1221   -.0998779 |
1222. | 1222   -.0472168 |
1223. | 1223    1.086795 |
1224. | 1224   -.2806506 |
1225. | 1225   -.2518402 |
      |------------------|
1226. | 1226   -.0768532 |
1227. | 1227   -.2477007 |
1228. | 1228    1.160369 |
1229. | 1229   -.3985105 |
1230. | 1230    .2116297 |
      |------------------|
1231. | 1231    .7676246 |
1232. | 1232    1.740234 |
1233. | 1233   -.5616744 |
1234. | 1234   -.2682398 |
1235. | 1235    .7164783 |
      |------------------|
1236. | 1236   -.4797342 |
1237. | 1237   -.5945106 |
1238. | 1238     .762954 |
1239. | 1239    .7991254 |
1240. | 1240    .0877173 |
      |------------------|
1241. | 1241   -.0034553 |
1242. | 1242    .2878225 |
1243. | 1243    1.002826 |
1244. | 1244     1.25658 |
1245. | 1245     .314376 |
      |------------------|
1246. | 1246    .2004505 |
1247. | 1247    .3756316 |
1248. | 1248   -.5263854 |
1249. | 1249   -.1706253 |
1250. | 1250    .6810996 |
      |------------------|
1251. | 1251    .5267557 |
1252. | 1252   -.6054291 |
1253. | 1253    1.181406 |
1254. | 1254    .1627192 |
1255. | 1255   -1.400742 |
      |------------------|
1256. | 1256   -1.679743 |
1257. | 1257   -.8034735 |
1258. | 1258    1.966076 |
1259. | 1259    1.099882 |
1260. | 1260     .663573 |
      |------------------|
1261. | 1261    .0658891 |
1262. | 1262    .2432986 |
1263. | 1263    .1853141 |
1264. | 1264    1.154333 |
1265. | 1265     .901625 |
      |------------------|
1266. | 1266    .4792857 |
1267. | 1267    .0517617 |
1268. | 1268    .7871692 |
1269. | 1269   -1.284999 |
1270. | 1270    .5940061 |
      |------------------|
1271. | 1271    1.843738 |
1272. | 1272   -1.901999 |
1273. | 1273    1.086294 |
1274. | 1274    .1857989 |
1275. | 1275   -1.088339 |
      |------------------|
1276. | 1276    -.315562 |
1277. | 1277   -.4246548 |
1278. | 1278    .7601855 |
1279. | 1279     .084965 |
1280. | 1280    1.475972 |
      |------------------|
1281. | 1281    .1409414 |
1282. | 1282   -.1828194 |
1283. | 1283   -1.643061 |
1284. | 1284    1.185782 |
1285. | 1285   -.3302254 |
      |------------------|
1286. | 1286   -.6544443 |
1287. | 1287   -.5003109 |
1288. | 1288    -.691855 |
1289. | 1289   -.4187145 |
1290. | 1290    .3909042 |
      |------------------|
1291. | 1291   -1.544322 |
1292. | 1292   -.9905899 |
1293. | 1293   -.4413689 |
1294. | 1294   -.7685887 |
1295. | 1295   -.9347712 |
      |------------------|
1296. | 1296   -1.633651 |
1297. | 1297    1.464795 |
1298. | 1298   -1.087958 |
1299. | 1299   -.4556137 |
1300. | 1300   -.6748613 |
      |------------------|
1301. | 1301    -.120816 |
1302. | 1302    .8194408 |
1303. | 1303    .4919525 |
1304. | 1304    1.811085 |
1305. | 1305   -1.139663 |
      |------------------|
1306. | 1306   -1.339937 |
1307. | 1307    .6147358 |
1308. | 1308    -1.68429 |
1309. | 1309     .300357 |
1310. | 1310    .9940568 |
      |------------------|
1311. | 1311    .0126072 |
1312. | 1312    1.318162 |
1313. | 1313    .8997239 |
1314. | 1314   -1.075904 |
1315. | 1315   -.1651782 |
      |------------------|
1316. | 1316   -.1001065 |
1317. | 1317    .0306196 |
1318. | 1318    .0366316 |
1319. | 1319   -.0141248 |
1320. | 1320    .7286922 |
      |------------------|
1321. | 1321    .3428672 |
1322. | 1322    .1977154 |
1323. | 1323   -.6764585 |
1324. | 1324   -.7090482 |
1325. | 1325    .6154639 |
      |------------------|
1326. | 1326    .8513661 |
1327. | 1327   -.0418731 |
1328. | 1328    .0156296 |
1329. | 1329   -.8267416 |
1330. | 1330    1.009268 |
      |------------------|
1331. | 1331   -.9432886 |
1332. | 1332    .4632897 |
1333. | 1333    .6325278 |
1334. | 1334    .9756436 |
1335. | 1335   -1.229381 |
      |------------------|
1336. | 1336      .98158 |
1337. | 1337   -.2274663 |
1338. | 1338    .4105119 |
1339. | 1339    1.314173 |
1340. | 1340   -.3622479 |
      |------------------|
1341. | 1341    .1658018 |
1342. | 1342   -.1943933 |
1343. | 1343    .1199998 |
1344. | 1344    .0895438 |
1345. | 1345   -.4429947 |
      |------------------|
1346. | 1346    2.184392 |
1347. | 1347    1.976874 |
1348. | 1348    1.484829 |
1349. | 1349    -.017165 |
1350. | 1350   -.1208124 |
      |------------------|
1351. | 1351    .7974916 |
1352. | 1352    .1772819 |
1353. | 1353    1.398899 |
1354. | 1354    .3192306 |
1355. | 1355   -.3728834 |
      |------------------|
1356. | 1356    .9208504 |
1357. | 1357   -.0675581 |
1358. | 1358   -.0173364 |
1359. | 1359     .279999 |
1360. | 1360   -.0719999 |
      |------------------|
1361. | 1361   -.3629322 |
1362. | 1362   -.0534423 |
1363. | 1363    .3813596 |
1364. | 1364    .5201768 |
1365. | 1365    1.904178 |
      |------------------|
1366. | 1366    .0757756 |
1367. | 1367   -.0675238 |
1368. | 1368    .7585773 |
1369. | 1369    1.467556 |
1370. | 1370    .0014723 |
      |------------------|
1371. | 1371    1.243377 |
1372. | 1372    .3128892 |
1373. | 1373     .763674 |
1374. | 1374   -.7152677 |
1375. | 1375    .4085312 |
      |------------------|
1376. | 1376    1.362181 |
1377. | 1377    2.225555 |
1378. | 1378   -.0448655 |
1379. | 1379    1.571434 |
1380. | 1380   -.9549288 |
      |------------------|
1381. | 1381   -1.669444 |
1382. | 1382    1.632761 |
1383. | 1383    .0564224 |
1384. | 1384   -.6093971 |
1385. | 1385   -.2274182 |
      |------------------|
1386. | 1386    .5512731 |
1387. | 1387    .0628097 |
1388. | 1388   -.5057971 |
