
      +------------------------------+
      |   id          x1          x2 |
 644. |  644    -1.80356   -.6602952 |
 645. |  645    -.928274   -.5160642 |
      |------------------------------|
 646. |  646   -.7533876    .4460648 |
 647. |  647    .4337477     .008538 |
 648. |  648   -.6335073      .23103 |
 649. |  649    2.522057   -1.227208 |
 650. |  650    1.786841   -1.266591 |
      |------------------------------|
 651. |  651   -.3708929    1.051461 |
 652. |  652    .4998562    .3393881 |
 653. |  653   -.2074376    1.184819 |
 654. |  654      .33821    -.273223 |
 655. |  655   -1.051416    .5144276 |
      |------------------------------|
 656. |  656   -1.488973    .8546854 |
 657. |  657   -.2891398    .9961498 |
 658. |  658     .597944   -1.473842 |
 659. |  659   -.8348579    .3751037 |
 660. |  660    1.293339    .7768996 |
      |------------------------------|
 661. |  661   -.4660076    .3956708 |
 662. |  662   -.4081192    .6674473 |
 663. |  663   -.0495677   -1.454562 |
 664. |  664    .5499542    .9249309 |
 665. |  665   -.5593284   -.4059144 |
      |------------------------------|
 666. |  666   -2.011522   -.4278582 |
 667. |  667   -.3149541    .2736602 |
 668. |  668    .6621203   -.1527386 |
 669. |  669    1.002806   -1.138956 |
 670. |  670     .508064     1.06969 |
      |------------------------------|
 671. |  671    .2927263   -.0221023 |
 672. |  672   -1.054243    1.625391 |
 673. |  673    -1.04881   -1.091549 |
 674. |  674   -1.323354    .2195523 |
 675. |  675    .2213561    1.675207 |
      |------------------------------|
 676. |  676   -.0872616    -.515023 |
 677. |  677     .564153    .0152653 |
 678. |  678    .2197462   -.5199276 |
 679. |  679    1.757628   -1.035307 |
 680. |  680    -.241918    .3573037 |
      |------------------------------|
 681. |  681   -.2867713    -.790446 |
 682. |  682   -.9972175    .3343075 |
 683. |  683    .5634546    .4416579 |
 684. |  684    .6354174    .9457619 |
 685. |  685    .0287357   -1.164825 |
      |------------------------------|
 686. |  686   -.9650683   -.7946194 |
 687. |  687   -.8251513   -1.611803 |
 688. |  688    1.589773   -2.371818 |
 689. |  689    1.125347    .6951554 |
 690. |  690   -.0202734   -1.353084 |
      |------------------------------|
 691. |  691    1.269306    .6781332 |
 692. |  692   -.1166379   -.5152799 |
 693. |  693   -1.704966    .5555084 |
 694. |  694   -.6181422   -.3366621 |
 695. |  695    -.177736    .4646341 |
      |------------------------------|
 696. |  696   -.4003836   -.1984295 |
 697. |  697    .8981507   -.4697716 |
 698. |  698    .6921824   -.6847391 |
 699. |  699    .2567058   -.4631302 |
 700. |  700    .5789874    .9101732 |
      |------------------------------|
 701. |  701   -1.182519    1.446325 |
 702. |  702    .5684961   -.6394033 |
 703. |  703    .6078401    .4065126 |
 704. |  704   -2.277072    .6631583 |
 705. |  705    1.104062    1.203714 |
      |------------------------------|
 706. |  706   -.7723219    .9820194 |
 707. |  707    1.265691    .4185638 |
 708. |  708   -1.142903   -2.356396 |
 709. |  709   -.0679258    1.777192 |
 710. |  710   -.3289686    .4748709 |
      |------------------------------|
 711. |  711    .7568526   -.8598922 |
 712. |  712   -.0285646   -2.039565 |
 713. |  713    1.055141   -.4095735 |
 714. |  714    .9659743    .1656098 |
 715. |  715   -.6445605    1.380967 |
      |------------------------------|
 716. |  716    1.403298    .3816857 |
 717. |  717    1.395585    .4874336 |
 718. |  718   -.4866246    1.062705 |
 719. |  719    .4613664   -.8396049 |
 720. |  720   -.3469577    .1556157 |
      |------------------------------|
 721. |  721    .7450666   -.4788657 |
 722. |  722    .2297588    .4445539 |
 723. |  723   -1.951105   -.1627631 |
 724. |  724    .3176712    .4262277 |
 725. |  725   -.8980321   -.0045408 |
      |------------------------------|
 726. |  726   -1.613414    .3562467 |
 727. |  727    -.733295    -.220854 |
 728. |  728   -1.866571   -.3685146 |
 729. |  729    2.151134   -.9904079 |
 730. |  730   -.0639413    .8719622 |
      |------------------------------|
 731. |  731    -1.28822    1.637399 |
 732. |  732   -1.364896    .4222422 |
 733. |  733   -.6737947    .7351517 |
 734. |  734   -1.490323   -.7175694 |
 735. |  735    1.760966    -.281201 |
      |------------------------------|
 736. |  736    .9452105    .5196171 |
 737. |  737   -.9121947   -.4703357 |
 738. |  738    .0129943    .6362293 |
 739. |  739    .2568509    .5170366 |
 740. |  740    .6942593    1.231714 |
      |------------------------------|
 741. |  741    .6448332    1.224343 |
 742. |  742   -2.080151    1.424742 |
 743. |  743   -.2446902    1.045847 |
 744. |  744   -.3179985   -1.142805 |
 745. |  745     .003342    -.618461 |
      |------------------------------|
 746. |  746    .2444331   -.4897683 |
 747. |  747    -1.59005    1.191898 |
 748. |  748   -1.422235    .7754551 |
 749. |  749    1.052857   -.7784969 |
 750. |  750   -1.311245    .8752933 |
      |------------------------------|
 751. |  751     .704098    .8602015 |
 752. |  752    1.195598    .3303832 |
 753. |  753    .4944878   -.2696016 |
 754. |  754    .1594463   -.4712851 |
 755. |  755    -.133413    1.506642 |
      |------------------------------|
 756. |  756    .8165039    .9667063 |
 757. |  757   -1.592732   -1.185177 |
 758. |  758    .5377601    .6156937 |
 759. |  759    1.887822    1.249288 |
 760. |  760    .4245022   -.2010464 |
      |------------------------------|
 761. |  761   -1.533783    1.296223 |
 762. |  762    .5349092   -.2166768 |
 763. |  763   -.2856134     .666706 |
 764. |  764   -1.920244    .2461903 |
 765. |  765   -1.377732    .8239375 |
      |------------------------------|
 766. |  766    .1736525    1.484128 |
 767. |  767   -1.489695    1.219899 |
 768. |  768    1.180464    1.150257 |
 769. |  769    .2929584   -1.053715 |
 770. |  770    .0598251    .0455414 |
      |------------------------------|
 771. |  771   -.4761916    -.498367 |
 772. |  772    .1691997   -1.377854 |
 773. |  773   -.1805169    1.177624 |
 774. |  774     .787434    1.161955 |
 775. |  775    .0706434     .106196 |
      |------------------------------|
 776. |  776    1.466679    .6845354 |
 777. |  777   -2.497835   -1.126686 |
 778. |  778   -.1571672   -.2906115 |
 779. |  779    .9870242    .6305107 |
 780. |  780    .9131742    .8752586 |
      |------------------------------|
 781. |  781   -1.049172    -.734686 |
 782. |  782   -.4063579    .7124173 |
 783. |  783   -1.370692    .5341743 |
 784. |  784      .51477   -1.102046 |
 785. |  785    1.987119    .0638663 |
      |------------------------------|
 786. |  786   -.6168657    .3369808 |
 787. |  787    .8941302   -2.019783 |
 788. |  788   -1.047812   -.4135349 |
 789. |  789   -1.602619    1.271988 |
 790. |  790    -1.17792   -1.254797 |
      |------------------------------|
 791. |  791   -1.413066    1.669744 |
 792. |  792   -.4896561   -1.194344 |
 793. |  793    1.300901   -.9442371 |
 794. |  794     .245839    .0956824 |
 795. |  795    .7570037   -2.464042 |
      |------------------------------|
 796. |  796   -.0277208    .9387092 |
 797. |  797    .6473845   -1.221282 |
 798. |  798    1.316695   -.5825198 |
 799. |  799   -.3411972    .5019907 |
 800. |  800    .5801508    .5625063 |
      |------------------------------|
 801. |  801   -3.134875   -.6071613 |
 802. |  802   -.0632018    .0983174 |
 803. |  803    1.689539   -.1068597 |
 804. |  804     .733464    .1402488 |
 805. |  805   -.3266066    .2221261 |
      |------------------------------|
 806. |  806   -.6272146   -.8828744 |
 807. |  807   -.0911353    1.557508 |
 808. |  808   -1.242403    .3029685 |
 809. |  809   -1.399434   -.4322648 |
 810. |  810   -1.990937    .1268551 |
      |------------------------------|
 811. |  811   -.8877168   -.4161599 |
 812. |  812   -.5922476    .1698814 |
 813. |  813    .8222731    .7081099 |
 814. |  814   -.7392622     .746682 |
 815. |  815   -.2409212    .1255193 |
      |------------------------------|
 816. |  816   -.7236612    1.487413 |
 817. |  817    1.551954    .6753109 |
 818. |  818   -2.618528    1.505892 |
 819. |  819    .1096425     1.65495 |
 820. |  820     .392188   -1.443067 |
      |------------------------------|
 821. |  821   -1.557521    .6238943 |
 822. |  822    .1317131   -.1208163 |
 823. |  823    .0370387   -.2798868 |
 824. |  824   -.0588558     .811009 |
 825. |  825    .9799725   -.4952664 |
      |------------------------------|
 826. |  826   -1.371274    .5641434 |
 827. |  827   -.1132407   -.2365478 |
 828. |  828   -.6798155    1.696505 |
 829. |  829   -2.068321     .225775 |
 830. |  830   -.3610832    .7149044 |
      |------------------------------|
 831. |  831    1.319216    .6979843 |
 832. |  832    .4572618     .370414 |
 833. |  833     2.44157   -1.268211 |
 834. |  834     .300524   -.1499876 |
 835. |  835    .6757059    2.271316 |
      |------------------------------|
 836. |  836   -.2839839    .5466725 |
 837. |  837   -1.812719    -.693945 |
 838. |  838    .5142489    .2800304 |
 839. |  839   -.1774677    .2918538 |
 840. |  840     1.01315    .8210859 |
      |------------------------------|
 841. |  841    1.457569   -1.363643 |
 842. |  842   -1.247653   -.2329244 |
 843. |  843   -.6057906   -.1853387 |
 844. |  844   -.2738331   -1.180401 |
 845. |  845   -.7920532    .8904861 |
      |------------------------------|
 846. |  846   -.4845861   -1.493843 |
 847. |  847   -.7588502   -.2140469 |
 848. |  848    .4545294   -2.575928 |
 849. |  849    1.562121    1.054028 |
 850. |  850   -.2401187   -.6210912 |
      |------------------------------|
 851. |  851    .3728201   -.9656987 |
 852. |  852   -.7855384    1.193792 |
 853. |  853    .6661779    .5470831 |
 854. |  854   -.0943794    -1.63834 |
 855. |  855   -.7258882    -.303429 |
      |------------------------------|
 856. |  856   -.1951037   -1.819233 |
 857. |  857   -.1986779   -.4500213 |
 858. |  858    1.622391    .3237816 |
 859. |  859    .7164988    .2243954 |
 860. |  860    .8330477     1.15246 |
      |------------------------------|
 861. |  861   -.3689816   -.4483275 |
 862. |  862   -2.207943    .4587784 |
 863. |  863   -.2400632   -.1166219 |
 864. |  864   -.3347092   -1.006642 |
 865. |  865    .2985965   -1.361162 |
      |------------------------------|
 866. |  866   -.7079299   -1.168903 |
 867. |  867   -.1147762    .9039672 |
 868. |  868    .3244675    .7260424 |
 869. |  869      .80782   -1.887201 |
 870. |  870     .817636   -.5656818 |
      |------------------------------|
 871. |  871   -.1543134   -.9573939 |
 872. |  872    .5656711   -.7125848 |
 873. |  873    .8527102   -.1467029 |
 874. |  874   -1.486047   -.3498978 |
 875. |  875   -.5340993    2.156361 |
      |------------------------------|
 876. |  876   -1.504978      .40648 |
 877. |  877    .5433943    2.177095 |
 878. |  878   -1.944501   -2.298877 |
 879. |  879    .6561244    .8848665 |
 880. |  880    .6132859   -.4503485 |
      |------------------------------|
 881. |  881   -1.036726    .2417572 |
 882. |  882   -.2317391    .6608283 |
 883. |  883    1.053588   -.5935784 |
 884. |  884   -.8316816   -.5050097 |
 885. |  885   -.5331184    .1588365 |
      |------------------------------|
 886. |  886    .7080539   -1.767635 |
 887. |  887   -.7562391    .9248118 |
 888. |  888   -.5805107   -.8601503 |
 889. |  889   -.0123624    .3481611 |
 890. |  890   -.1835844   -1.423766 |
      |------------------------------|
 891. |  891    1.361402   -1.665983 |
 892. |  892    1.021651   -1.643409 |
 893. |  893   -.2446578   -.2815584 |
 894. |  894    1.443168   -.1719948 |
 895. |  895    1.798332    .9895347 |
      |------------------------------|
 896. |  896    .4090506    1.391332 |
 897. |  897    2.129959   -.0709213 |
 898. |  898   -1.068834    1.122159 |
 899. |  899   -1.027639    .7118568 |
 900. |  900    .0943812   -.1281782 |
      |------------------------------|
 901. |  901   -2.114927   -.8108426 |
 902. |  902   -.8150632   -.5584359 |
 903. |  903   -1.576378   -.0384264 |
 904. |  904   -.1432071    .0264257 |
 905. |  905   -.6177769    .0813954 |
      |------------------------------|
 906. |  906    .0538315    .0059768 |
 907. |  907   -1.347945    1.472432 |
 908. |  908    .3785038   -.9361838 |
 909. |  909    .7731588    1.175735 |
 910. |  910   -.3360202    .7374747 |
      |------------------------------|
 911. |  911    .2495787     1.28952 |
 912. |  912    -1.08614    1.063089 |
 913. |  913     1.10656    .3531832 |
 914. |  914     .133282    .6148257 |
 915. |  915    .3319161    -.853221 |
      |------------------------------|
 916. |  916   -.2481101    2.012099 |
 917. |  917   -.2919908    1.473396 |
 918. |  918    .4802686    .0108223 |
 919. |  919   -.4946528    1.291365 |
 920. |  920       .6844    .8067866 |
      |------------------------------|
 921. |  921    1.486774    .9591358 |
 922. |  922    .6877539   -.0630475 |
 923. |  923    -1.21592    .4992668 |
 924. |  924    .3669034   -.9661689 |
 925. |  925   -1.485005   -1.157618 |
      |------------------------------|
 926. |  926     1.70627    1.103457 |
 927. |  927   -1.355328   -.2769003 |
 928. |  928   -.4276344     .788608 |
 929. |  929    1.125374   -2.274877 |
 930. |  930   -1.452483   -.0958617 |
      |------------------------------|
 931. |  931   -.0650543    .1708618 |
 932. |  932   -.4903674    .1465678 |
 933. |  933   -.9936432   -1.896338 |
 934. |  934    -.112358    .2961377 |
 935. |  935    .4175157   -.2960014 |
      |------------------------------|
 936. |  936   -.5128307    .9552988 |
 937. |  937   -1.716373    .0713286 |
 938. |  938    .9902864    2.248189 |
 939. |  939    .4321822    .8021384 |
 940. |  940   -.1598718     1.42891 |
      |------------------------------|
 941. |  941    .4817771    1.311933 |
 942. |  942   -.2204977    .7777643 |
 943. |  943   -.0337843    1.362283 |
 944. |  944   -.6168377   -.1925825 |
 945. |  945    .7939306    .4523751 |
      |------------------------------|
 946. |  946   -.7678112    .5054212 |
 947. |  947    .9813944   -.7389009 |
 948. |  948   -.4966812    1.019297 |
 949. |  949   -.3543658    .8692799 |
 950. |  950    .1955744    .2510499 |
      |------------------------------|
 951. |  951   -1.023531    .7680886 |
 952. |  952   -.1709964   -1.842635 |
 953. |  953   -1.254658     2.51712 |
 954. |  954    .2227231   -.0511779 |
 955. |  955   -.6806911   -.4171444 |
      |------------------------------|
 956. |  956   -.3221008    .6429447 |
 957. |  957    .9058099   -.0185903 |
 958. |  958   -.1348302   -.2223914 |
 959. |  959   -2.377171    .4837626 |
 960. |  960    -2.76202    .0502804 |
      |------------------------------|
